country,year,sex,age,suicides_no,population,suicides_100k_pop,HDI_for_year,gdp_for_year,gdp_per_capita,generation
Aruba,2011,male,5-14 years,0,7324,0,,2584463687,27066,Generation Z
Aruba,2011,male,75+ years,0,1505,0,,2584463687,27066,Silent
Australia,1985,male,75+ years,67,219000,30.59,,180190994861,12374,G.I. Generation
Australia,1985,male,25-34 years,357,1299100,27.48,,180190994861,12374,Boomers
Australia,1985,male,55-74 years,282,1177400,23.95,,180190994861,12374,G.I. Generation
Australia,1985,male,15-24 years,315,1355800,23.23,,180190994861,12374,Generation X
Australia,1985,male,35-54 years,411,1906800,21.55,,180190994861,12374,Silent
Australia,1985,female,75+ years,36,382900,9.4,,180190994861,12374,G.I. Generation
Australia,1985,female,55-74 years,109,1286900,8.47,,180190994861,12374,G.I. Generation
Australia,1985,female,35-54 years,143,1832700,7.8,,180190994861,12374,Silent
Australia,1985,female,15-24 years,69,1304000,5.29,,180190994861,12374,Generation X
Australia,1985,female,25-34 years,64,1275900,5.02,,180190994861,12374,Boomers
Australia,1985,female,5-14 years,4,1231400,0.32,,180190994861,12374,Generation X
Australia,1985,male,5-14 years,4,1290600,0.31,,180190994861,12374,Generation X
Australia,1986,male,75+ years,89,233700,38.08,,181977476217,12288,G.I. Generation
Australia,1986,male,25-34 years,367,1317500,27.86,,181977476217,12288,Boomers
Australia,1986,male,55-74 years,324,1211800,26.74,,181977476217,12288,G.I. Generation
Australia,1986,male,35-54 years,487,1972000,24.7,,181977476217,12288,Silent
Australia,1986,male,15-24 years,296,1369000,21.62,,181977476217,12288,Generation X
Australia,1986,female,35-54 years,169,1888100,8.95,,181977476217,12288,Silent
Australia,1986,female,55-74 years,105,1306500,8.04,,181977476217,12288,G.I. Generation
Australia,1986,female,25-34 years,88,1300200,6.77,,181977476217,12288,Boomers
Australia,1986,female,15-24 years,77,1315000,5.86,,181977476217,12288,Generation X
Australia,1986,female,75+ years,23,405000,5.68,,181977476217,12288,G.I. Generation
Australia,1986,male,5-14 years,18,1277100,1.41,,181977476217,12288,Generation X
Australia,1986,female,5-14 years,1,1213900,0.08,,181977476217,12288,Generation X
Australia,1987,male,75+ years,111,244800,45.34,,189041159344,12564,G.I. Generation
Australia,1987,male,25-34 years,374,1345900,27.79,,189041159344,12564,Boomers
Australia,1987,male,35-54 years,554,2031000,27.28,,189041159344,12564,Silent
Australia,1987,male,55-74 years,328,1227000,26.73,,189041159344,12564,G.I. Generation
Australia,1987,male,15-24 years,354,1383900,25.58,,189041159344,12564,Generation X
Australia,1987,female,75+ years,38,421200,9.02,,189041159344,12564,G.I. Generation
Australia,1987,female,55-74 years,110,1318600,8.34,,189041159344,12564,G.I. Generation
Australia,1987,female,35-54 years,145,1950500,7.43,,189041159344,12564,Silent
Australia,1987,female,15-24 years,73,1329700,5.49,,189041159344,12564,Generation X
Australia,1987,female,25-34 years,70,1327700,5.27,,189041159344,12564,Boomers
Australia,1987,male,5-14 years,6,1264900,0.47,,189041159344,12564,Generation X
Australia,1987,female,5-14 years,1,1201300,0.08,,189041159344,12564,Generation X
Australia,1988,male,75+ years,93,256400,36.27,,235699941793,15393,G.I. Generation
Australia,1988,male,25-34 years,398,1375100,28.94,,235699941793,15393,Boomers
Australia,1988,male,15-24 years,366,1395800,26.22,,235699941793,15393,Generation X
Australia,1988,male,55-74 years,317,1240700,25.55,,235699941793,15393,G.I. Generation
Australia,1988,male,35-54 years,532,2097100,25.37,,235699941793,15393,Silent
Australia,1988,female,75+ years,40,438100,9.13,,235699941793,15393,G.I. Generation
Australia,1988,female,25-34 years,106,1354700,7.82,,235699941793,15393,Boomers
Australia,1988,female,35-54 years,157,2019000,7.78,,235699941793,15393,Silent
Australia,1988,female,55-74 years,103,1330200,7.74,,235699941793,15393,G.I. Generation
Australia,1988,female,15-24 years,53,1340300,3.95,,235699941793,15393,Generation X
Australia,1988,male,5-14 years,6,1264700,0.47,,235699941793,15393,Generation X
Australia,1988,female,5-14 years,1,1200000,0.08,,235699941793,15393,Generation X
Australia,1989,male,75+ years,91,266900,34.1,,299317645143,19223,G.I. Generation
Australia,1989,male,25-34 years,406,1399000,29.02,,299317645143,19223,Boomers
Australia,1989,male,15-24 years,353,1399300,25.23,,299317645143,19223,Generation X
Australia,1989,male,55-74 years,309,1255100,24.62,,299317645143,19223,G.I. Generation
Australia,1989,male,35-54 years,475,2156900,22.02,,299317645143,19223,Silent
Australia,1989,female,55-74 years,124,1340300,9.25,,299317645143,19223,G.I. Generation
Australia,1989,female,75+ years,31,451800,6.86,,299317645143,19223,G.I. Generation
Australia,1989,female,25-34 years,87,1383800,6.29,,299317645143,19223,Boomers
Australia,1989,female,35-54 years,130,2086700,6.23,,299317645143,19223,Silent
Australia,1989,female,15-24 years,51,1349700,3.78,,299317645143,19223,Generation X
Australia,1989,male,5-14 years,8,1273300,0.63,,299317645143,19223,Generation X
Australia,1989,female,5-14 years,1,1207800,0.08,,299317645143,19223,Generation X
Australia,1990,male,75+ years,87,276900,31.42,0.87,310838014621,19665,G.I. Generation
Australia,1990,male,25-34 years,418,1415000,29.54,0.87,310838014621,19665,Boomers
Australia,1990,male,15-24 years,374,1405900,26.6,0.87,310838014621,19665,Generation X
Australia,1990,male,55-74 years,325,1266400,25.66,0.87,310838014621,19665,G.I. Generation
Australia,1990,male,35-54 years,549,2220600,24.72,0.87,310838014621,19665,Silent
Australia,1990,female,75+ years,37,465600,7.95,0.87,310838014621,19665,G.I. Generation
Australia,1990,female,25-34 years,109,1401200,7.78,0.87,310838014621,19665,Boomers
Australia,1990,female,55-74 years,98,1349000,7.26,0.87,310838014621,19665,G.I. Generation
Australia,1990,female,35-54 years,136,2154800,6.31,0.87,310838014621,19665,Silent
Australia,1990,female,15-24 years,64,1354800,4.72,0.87,310838014621,19665,Generation X
Australia,1990,male,5-14 years,5,1281300,0.39,0.87,310838014621,19665,Generation X
Australia,1990,female,5-14 years,0,1215500,0,0.87,310838014621,19665,Generation X
Australia,1991,male,75+ years,114,287600,39.64,,325358292128,20320,G.I. Generation
Australia,1991,male,25-34 years,427,1416500,30.14,,325358292128,20320,Boomers
Australia,1991,male,35-54 years,631,2279600,27.68,,325358292128,20320,Boomers
Australia,1991,male,15-24 years,354,1405900,25.18,,325358292128,20320,Generation X
Australia,1991,male,55-74 years,273,1282700,21.28,,325358292128,20320,Silent
Australia,1991,female,75+ years,39,480900,8.11,,325358292128,20320,G.I. Generation
Australia,1991,female,35-54 years,169,2219100,7.62,,325358292128,20320,Boomers
Australia,1991,female,55-74 years,96,1362200,7.05,,325358292128,20320,Silent
Australia,1991,female,25-34 years,91,1408900,6.46,,325358292128,20320,Boomers
Australia,1991,female,15-24 years,84,1354900,6.2,,325358292128,20320,Generation X
Australia,1991,male,5-14 years,7,1290700,0.54,,325358292128,20320,Millenials
Australia,1991,female,5-14 years,3,1223100,0.25,,325358292128,20320,Millenials
Australia,1992,male,75+ years,87,298600,29.14,,324878105053,20050,G.I. Generation
Australia,1992,male,25-34 years,407,1417200,28.72,,324878105053,20050,Boomers
Australia,1992,male,15-24 years,384,1405300,27.33,,324878105053,20050,Generation X
Australia,1992,male,55-74 years,325,1299600,25.01,,324878105053,20050,Silent
Australia,1992,male,35-54 years,579,2336200,24.78,,324878105053,20050,Boomers
Australia,1992,female,75+ years,45,497100,9.05,,324878105053,20050,G.I. Generation
Australia,1992,female,55-74 years,102,1376100,7.41,,324878105053,20050,Silent
Australia,1992,female,25-34 years,96,1412600,6.8,,324878105053,20050,Boomers
Australia,1992,female,35-54 years,144,2280900,6.31,,324878105053,20050,Boomers
Australia,1992,female,15-24 years,76,1351300,5.62,,324878105053,20050,Generation X
Australia,1992,male,5-14 years,4,1298000,0.31,,324878105053,20050,Millenials
Australia,1992,female,5-14 years,2,1230600,0.16,,324878105053,20050,Millenials
Australia,1993,male,75+ years,95,307700,30.87,,311528948848,19030,G.I. Generation
Australia,1993,male,25-34 years,392,1413500,27.73,,311528948848,19030,Boomers
Australia,1993,male,15-24 years,332,1401500,23.69,,311528948848,19030,Generation X
Australia,1993,male,55-74 years,293,1320700,22.19,,311528948848,19030,Silent
Australia,1993,male,35-54 years,523,2389000,21.89,,311528948848,19030,Boomers
Australia,1993,female,35-54 years,161,2340600,6.88,,311528948848,19030,Boomers
Australia,1993,female,75+ years,34,510500,6.66,,311528948848,19030,G.I. Generation
Australia,1993,female,25-34 years,76,1409500,5.39,,311528948848,19030,Boomers
Australia,1993,female,55-74 years,75,1392400,5.39,,311528948848,19030,Silent
Australia,1993,female,15-24 years,50,1344900,3.72,,311528948848,19030,Generation X
Australia,1993,male,5-14 years,5,1303300,0.38,,311528948848,19030,Millenials
Australia,1993,female,5-14 years,2,1236400,0.16,,311528948848,19030,Millenials
Australia,1994,male,75+ years,100,315900,31.66,,322201314424,19469,G.I. Generation
Australia,1994,male,25-34 years,426,1414900,30.11,,322201314424,19469,Boomers
Australia,1994,male,15-24 years,377,1396400,27,,322201314424,19469,Generation X
Australia,1994,male,35-54 years,648,2441200,26.54,,322201314424,19469,Boomers
Australia,1994,male,55-74 years,311,1345000,23.12,,322201314424,19469,Silent
Australia,1994,female,35-54 years,162,2400300,6.75,,322201314424,19469,Boomers
Australia,1994,female,75+ years,33,522900,6.31,,322201314424,19469,G.I. Generation
Australia,1994,female,25-34 years,88,1411500,6.23,,322201314424,19469,Boomers
Australia,1994,female,55-74 years,79,1411700,5.6,,322201314424,19469,Silent
Australia,1994,female,15-24 years,55,1336300,4.12,,322201314424,19469,Generation X
Australia,1994,male,5-14 years,3,1310100,0.23,,322201314424,19469,Millenials
Australia,1994,female,5-14 years,1,1243200,0.08,,322201314424,19469,Millenials
Australia,1995,male,25-34 years,440,1421100,30.96,0.88,367216364716,21902,Generation X
Australia,1995,male,75+ years,88,328300,26.8,0.88,367216364716,21902,G.I. Generation
Australia,1995,male,35-54 years,587,2507400,23.41,0.88,367216364716,21902,Boomers
Australia,1995,male,15-24 years,318,1374600,23.13,0.88,367216364716,21902,Generation X
Australia,1995,male,55-74 years,274,1366600,20.05,0.88,367216364716,21902,Silent
Australia,1995,female,35-54 years,180,2472200,7.28,0.88,367216364716,21902,Boomers
Australia,1995,female,25-34 years,91,1417500,6.42,0.88,367216364716,21902,Generation X
Australia,1995,female,15-24 years,81,1321300,6.13,0.88,367216364716,21902,Generation X
Australia,1995,female,55-74 years,79,1430300,5.52,0.88,367216364716,21902,Silent
Australia,1995,female,75+ years,28,539200,5.19,0.88,367216364716,21902,G.I. Generation
Australia,1995,male,5-14 years,4,1326300,0.3,0.88,367216364716,21902,Millenials
Australia,1995,female,5-14 years,0,1261500,0,0.88,367216364716,21902,Millenials
Australia,1996,male,75+ years,122,346100,35.25,,400302731411,23526,G.I. Generation
Australia,1996,male,25-34 years,471,1431200,32.91,,400302731411,23526,Generation X
Australia,1996,male,15-24 years,366,1364200,26.83,,400302731411,23526,Generation X
Australia,1996,male,35-54 years,669,2574500,25.99,,400302731411,23526,Boomers
Australia,1996,male,55-74 years,330,1387200,23.79,,400302731411,23526,Silent
Australia,1996,female,35-54 years,182,2545300,7.15,,400302731411,23526,Boomers
Australia,1996,female,25-34 years,98,1431400,6.85,,400302731411,23526,Generation X
Australia,1996,female,55-74 years,86,1445900,5.95,,400302731411,23526,Silent
Australia,1996,female,75+ years,28,563200,4.97,,400302731411,23526,G.I. Generation
Australia,1996,female,15-24 years,59,1311800,4.5,,400302731411,23526,Generation X
Australia,1996,male,5-14 years,8,1339500,0.6,,400302731411,23526,Millenials
Australia,1996,female,5-14 years,7,1274800,0.55,,400302731411,23526,Millenials
Australia,1997,male,25-34 years,529,1436732,36.82,,434568007513,25234,Generation X
Australia,1997,male,75+ years,123,362657,33.92,,434568007513,25234,G.I. Generation
Australia,1997,male,15-24 years,408,1343245,30.37,,434568007513,25234,Generation X
Australia,1997,male,35-54 years,717,2632245,27.24,,434568007513,25234,Boomers
Australia,1997,male,55-74 years,305,1415672,21.54,,434568007513,25234,Silent
Australia,1997,female,35-54 years,219,2614291,8.38,,434568007513,25234,Boomers
Australia,1997,female,25-34 years,109,1441724,7.56,,434568007513,25234,Generation X
Australia,1997,female,75+ years,40,585676,6.83,,434568007513,25234,G.I. Generation
Australia,1997,female,15-24 years,86,1293106,6.65,,434568007513,25234,Generation X
Australia,1997,female,55-74 years,96,1465721,6.55,,434568007513,25234,Silent
Australia,1997,female,5-14 years,7,1283025,0.55,,434568007513,25234,Millenials
Australia,1997,male,5-14 years,7,1347206,0.52,,434568007513,25234,Millenials
Australia,1998,male,25-34 years,579,1434140,40.37,,398899138574,22897,Generation X
Australia,1998,male,35-54 years,773,2687916,28.76,,398899138574,22897,Boomers
Australia,1998,male,15-24 years,353,1330598,26.53,,398899138574,22897,Generation X
Australia,1998,male,75+ years,96,379719,25.28,,398899138574,22897,G.I. Generation
Australia,1998,male,55-74 years,301,1444867,20.83,,398899138574,22897,Silent
Australia,1998,female,25-34 years,109,1443163,7.55,,398899138574,22897,Generation X
Australia,1998,female,35-54 years,202,2680955,7.53,,398899138574,22897,Boomers
Australia,1998,female,75+ years,40,607609,6.58,,398899138574,22897,G.I. Generation
Australia,1998,female,15-24 years,81,1280391,6.33,,398899138574,22897,Generation X
Australia,1998,female,55-74 years,90,1486036,6.06,,398899138574,22897,Silent
Australia,1998,male,5-14 years,6,1355317,0.44,,398899138574,22897,Millenials
Australia,1998,female,5-14 years,2,1291019,0.15,,398899138574,22897,Millenials
Australia,1999,male,25-34 years,511,1431712,35.69,,388395162301,22016,Generation X
Australia,1999,male,75+ years,119,397612,29.93,,388395162301,22016,G.I. Generation
Australia,1999,male,35-54 years,741,2733238,27.11,,388395162301,22016,Boomers
Australia,1999,male,15-24 years,303,1326531,22.84,,388395162301,22016,Generation X
Australia,1999,male,55-74 years,315,1482441,21.25,,388395162301,22016,Silent
Australia,1999,female,25-34 years,117,1443911,8.1,,388395162301,22016,Generation X
Australia,1999,female,35-54 years,201,2735588,7.35,,388395162301,22016,Boomers
Australia,1999,female,15-24 years,70,1277560,5.48,,388395162301,22016,Generation X
Australia,1999,female,55-74 years,74,1516348,4.88,,388395162301,22016,Silent
Australia,1999,female,75+ years,21,630042,3.33,,388395162301,22016,G.I. Generation
Australia,1999,male,5-14 years,10,1366184,0.73,,388395162301,22016,Millenials
Australia,1999,female,5-14 years,6,1300535,0.46,,388395162301,22016,Millenials
Australia,2000,male,25-34 years,466,1430700,32.57,0.9,415034227218,23219,Generation X
Australia,2000,male,75+ years,115,416077,27.64,0.9,415034227218,23219,G.I. Generation
Australia,2000,male,35-54 years,745,2769752,26.9,0.9,415034227218,23219,Boomers
Australia,2000,male,15-24 years,271,1333011,20.33,0.9,415034227218,23219,Generation X
Australia,2000,male,55-74 years,281,1522620,18.46,0.9,415034227218,23219,Silent
Australia,2000,female,25-34 years,106,1445332,7.33,0.9,415034227218,23219,Generation X
Australia,2000,female,35-54 years,200,2782583,7.19,0.9,415034227218,23219,Boomers
Australia,2000,female,15-24 years,78,1285283,6.07,0.9,415034227218,23219,Generation X
Australia,2000,female,55-74 years,87,1549060,5.62,0.9,415034227218,23219,Silent
Australia,2000,female,75+ years,33,652895,5.05,0.9,415034227218,23219,G.I. Generation
Australia,2000,male,5-14 years,8,1377301,0.58,0.9,415034227218,23219,Millenials
Australia,2000,female,5-14 years,1,1309796,0.08,0.9,415034227218,23219,Millenials
Australia,2001,male,25-34 years,489,1427829,34.25,,378215090694,20860,Generation X
Australia,2001,male,35-54 years,752,2803465,26.82,,378215090694,20860,Boomers
Australia,2001,male,75+ years,115,437528,26.28,,378215090694,20860,Silent
Australia,2001,male,15-24 years,280,1351444,20.72,,378215090694,20860,Millenials
Australia,2001,male,55-74 years,296,1566014,18.9,,378215090694,20860,Silent
Australia,2001,female,35-54 years,226,2827367,7.99,,378215090694,20860,Boomers
Australia,2001,female,25-34 years,109,1445867,7.54,,378215090694,20860,Generation X
Australia,2001,female,75+ years,39,677113,5.76,,378215090694,20860,Silent
Australia,2001,female,55-74 years,81,1585702,5.11,,378215090694,20860,Silent
Australia,2001,female,15-24 years,63,1303713,4.83,,378215090694,20860,Millenials
Australia,2001,female,5-14 years,4,1317968,0.3,,378215090694,20860,Millenials
Australia,2001,male,5-14 years,4,1386873,0.29,,378215090694,20860,Millenials
Australia,2002,male,25-34 years,452,1433165,31.54,,394486709920,21474,Generation X
Australia,2002,male,35-54 years,744,2820596,26.38,,394486709920,21474,Boomers
Australia,2002,male,75+ years,101,456942,22.1,,394486709920,21474,Silent
Australia,2002,male,15-24 years,246,1372770,17.92,,394486709920,21474,Millenials
Australia,2002,male,55-74 years,266,1626692,16.35,,394486709920,21474,Silent
Australia,2002,female,35-54 years,213,2845525,7.49,,394486709920,21474,Boomers
Australia,2002,female,25-34 years,103,1444148,7.13,,394486709920,21474,Generation X
Australia,2002,female,55-74 years,92,1643643,5.6,,394486709920,21474,Silent
Australia,2002,female,75+ years,36,696793,5.17,,394486709920,21474,Silent
Australia,2002,female,15-24 years,58,1316527,4.41,,394486709920,21474,Millenials
Australia,2002,female,5-14 years,4,1321845,0.3,,394486709920,21474,Millenials
Australia,2002,male,5-14 years,4,1391412,0.29,,394486709920,21474,Millenials
Australia,2003,male,25-34 years,394,1437607,27.41,,466294700058,25059,Generation X
Australia,2003,male,35-54 years,654,2840522,23.02,,466294700058,25059,Boomers
Australia,2003,male,75+ years,103,476387,21.62,,466294700058,25059,Silent
Australia,2003,male,15-24 years,243,1394989,17.42,,466294700058,25059,Millenials
Australia,2003,male,55-74 years,284,1681943,16.89,,466294700058,25059,Silent
Australia,2003,female,25-34 years,106,1444160,7.34,,466294700058,25059,Generation X
Australia,2003,female,35-54 years,195,2868971,6.8,,466294700058,25059,Boomers
Australia,2003,female,55-74 years,91,1697104,5.36,,466294700058,25059,Silent
Australia,2003,female,15-24 years,48,1333189,3.6,,466294700058,25059,Millenials
Australia,2003,female,75+ years,24,716236,3.35,,466294700058,25059,Silent
Australia,2003,female,5-14 years,7,1323202,0.53,,466294700058,25059,Millenials
Australia,2003,male,5-14 years,7,1393719,0.5,,466294700058,25059,Millenials
Australia,2004,male,25-34 years,386,1441319,26.78,,611904253806,32454,Generation X
Australia,2004,male,75+ years,126,489016,25.77,,611904253806,32454,Silent
Australia,2004,male,35-54 years,655,2868425,22.83,,611904253806,32454,Boomers
Australia,2004,male,55-74 years,293,1721736,17.02,,611904253806,32454,Silent
Australia,2004,male,15-24 years,205,1420482,14.43,,611904253806,32454,Millenials
Australia,2004,female,35-54 years,183,2902618,6.3,,611904253806,32454,Boomers
Australia,2004,female,25-34 years,82,1446557,5.67,,611904253806,32454,Generation X
Australia,2004,female,75+ years,40,726532,5.51,,611904253806,32454,Silent
Australia,2004,female,15-24 years,67,1364452,4.91,,611904253806,32454,Millenials
Australia,2004,female,55-74 years,69,1741477,3.96,,611904253806,32454,Silent
Australia,2004,male,5-14 years,7,1402222,0.5,,611904253806,32454,Millenials
Australia,2004,female,5-14 years,1,1329715,0.08,,611904253806,32454,Millenials
Australia,2006,male,35-54 years,686,2894571,23.7,,745521862833,39014,Boomers
Australia,2006,male,75+ years,114,506926,22.49,,745521862833,39014,Silent
Australia,2006,male,25-34 years,277,1442942,19.2,,745521862833,39014,Generation X
Australia,2006,male,55-74 years,309,1772439,17.43,,745521862833,39014,Silent
Australia,2006,male,15-24 years,230,1446866,15.9,,745521862833,39014,Millenials
Australia,2006,female,35-54 years,195,2934459,6.65,,745521862833,39014,Boomers
Australia,2006,female,55-74 years,115,1798232,6.4,,745521862833,39014,Silent
Australia,2006,female,75+ years,41,743060,5.52,,745521862833,39014,Silent
Australia,2006,female,25-34 years,74,1444570,5.12,,745521862833,39014,Generation X
Australia,2006,female,15-24 years,68,1388615,4.9,,745521862833,39014,Millenials
Australia,2006,male,5-14 years,7,1404186,0.5,,745521862833,39014,Millenials
Australia,2006,female,5-14 years,1,1332380,0.08,,745521862833,39014,Millenials
Australia,2007,male,25-34 years,341,1470431,23.19,,851962785585,43171,Generation X
Australia,2007,male,35-54 years,687,2977977,23.07,,851962785585,43171,Boomers
Australia,2007,male,75+ years,124,539184,23,,851962785585,43171,Silent
Australia,2007,male,55-74 years,305,1877160,16.25,,851962785585,43171,Silent
Australia,2007,male,15-24 years,234,1515524,15.44,,851962785585,43171,Millenials
Australia,2007,female,35-54 years,219,3025248,7.24,,851962785585,43171,Boomers
Australia,2007,female,55-74 years,118,1911478,6.17,,851962785585,43171,Silent
Australia,2007,female,25-34 years,90,1460752,6.16,,851962785585,43171,Generation X
Australia,2007,female,15-24 years,66,1440419,4.58,,851962785585,43171,Millenials
Australia,2007,female,75+ years,33,770691,4.28,,851962785585,43171,Silent
Australia,2007,male,5-14 years,8,1408182,0.57,,851962785585,43171,Generation Z
Australia,2007,female,5-14 years,4,1337384,0.3,,851962785585,43171,Generation Z
Australia,2008,male,35-54 years,765,3015761,25.37,,1052584601611,52315,Boomers
Australia,2008,male,25-34 years,354,1512033,23.41,,1052584601611,52315,Generation X
Australia,2008,male,75+ years,121,552931,21.88,,1052584601611,52315,Silent
Australia,2008,male,55-74 years,357,1935161,18.45,,1052584601611,52315,Silent
Australia,2008,male,15-24 years,228,1560974,14.61,,1052584601611,52315,Millenials
Australia,2008,female,35-54 years,231,3066609,7.53,,1052584601611,52315,Boomers
Australia,2008,female,25-34 years,90,1494968,6.02,,1052584601611,52315,Generation X
Australia,2008,female,55-74 years,97,1974752,4.91,,1052584601611,52315,Silent
Australia,2008,female,15-24 years,60,1473105,4.07,,1052584601611,52315,Millenials
Australia,2008,female,75+ years,27,781742,3.45,,1052584601611,52315,Silent
Australia,2008,male,5-14 years,8,1411650,0.57,,1052584601611,52315,Generation Z
Australia,2008,female,5-14 years,3,1340626,0.22,,1052584601611,52315,Generation Z
Australia,2009,male,35-54 years,755,3051649,24.74,,926448240318,45128,Boomers
Australia,2009,male,75+ years,135,566784,23.82,,926448240318,45128,Silent
Australia,2009,male,25-34 years,336,1567118,21.44,,926448240318,45128,Generation X
Australia,2009,male,55-74 years,349,1991883,17.52,,926448240318,45128,Silent
Australia,2009,male,15-24 years,210,1605456,13.08,,926448240318,45128,Millenials
Australia,2009,female,35-54 years,221,3104929,7.12,,926448240318,45128,Boomers
Australia,2009,female,25-34 years,103,1541393,6.68,,926448240318,45128,Generation X
Australia,2009,female,55-74 years,116,2037989,5.69,,926448240318,45128,Silent
Australia,2009,female,75+ years,43,792218,5.43,,926448240318,45128,Silent
Australia,2009,female,15-24 years,66,1506719,4.38,,926448240318,45128,Millenials
Australia,2009,female,5-14 years,3,1345910,0.22,,926448240318,45128,Generation Z
Australia,2009,male,5-14 years,0,1417269,0,,926448240318,45128,Generation Z
Australia,2010,male,35-54 years,816,3076853,26.52,0.93,1144260547873,54887,Generation X
Australia,2010,male,75+ years,151,582009,25.94,0.93,1144260547873,54887,Silent
Australia,2010,male,25-34 years,311,1606526,19.36,0.93,1144260547873,54887,Generation X
Australia,2010,male,55-74 years,360,2051197,17.55,0.93,1144260547873,54887,Silent
Australia,2010,male,15-24 years,222,1618860,13.71,0.93,1144260547873,54887,Millenials
Australia,2010,female,35-54 years,228,3132534,7.28,0.93,1144260547873,54887,Generation X
Australia,2010,female,25-34 years,94,1579905,5.95,0.93,1144260547873,54887,Generation X
Australia,2010,female,75+ years,43,805401,5.34,0.93,1144260547873,54887,Silent
Australia,2010,female,15-24 years,80,1521652,5.26,0.93,1144260547873,54887,Millenials
Australia,2010,female,55-74 years,104,2103428,4.94,0.93,1144260547873,54887,Silent
Australia,2010,male,5-14 years,7,1420846,0.49,0.93,1144260547873,54887,Generation Z
Australia,2010,female,5-14 years,4,1348336,0.3,0.93,1144260547873,54887,Generation Z
Australia,2011,male,75+ years,146,588053,24.83,0.93,1394280784778,66770,Silent
Australia,2011,male,35-54 years,704,3072726,22.91,0.93,1394280784778,66770,Generation X
Australia,2011,male,25-34 years,347,1610295,21.55,0.93,1394280784778,66770,Millenials
Australia,2011,male,55-74 years,366,2104816,17.39,0.93,1394280784778,66770,Boomers
Australia,2011,male,15-24 years,242,1570069,15.41,0.93,1394280784778,66770,Millenials
Australia,2011,female,35-54 years,230,3124328,7.36,0.93,1394280784778,66770,Generation X
Australia,2011,female,15-24 years,93,1495053,6.22,0.93,1394280784778,66770,Millenials
Australia,2011,female,55-74 years,118,2139108,5.52,0.93,1394280784778,66770,Boomers
Australia,2011,female,75+ years,45,817927,5.5,0.93,1394280784778,66770,Silent
Australia,2011,female,25-34 years,85,1584036,5.37,0.93,1394280784778,66770,Millenials
Australia,2011,female,5-14 years,9,1351751,0.67,0.93,1394280784778,66770,Generation Z
Australia,2011,male,5-14 years,7,1423748,0.49,0.93,1394280784778,66770,Generation Z
Australia,2012,male,75+ years,158,606842,26.04,0.93,1543411012580,72669,Silent
Australia,2012,male,35-54 years,802,3098534,25.88,0.93,1543411012580,72669,Generation X
Australia,2012,male,25-34 years,351,1657638,21.17,0.93,1543411012580,72669,Millenials
Australia,2012,male,55-74 years,396,2162980,18.31,0.93,1543411012580,72669,Boomers
Australia,2012,male,15-24 years,217,1579672,13.74,0.93,1543411012580,72669,Millenials
Australia,2012,female,35-54 years,258,3149749,8.19,0.93,1543411012580,72669,Generation X
Australia,2012,female,15-24 years,109,1503934,7.25,0.93,1543411012580,72669,Millenials
Australia,2012,female,75+ years,52,832122,6.25,0.93,1543411012580,72669,Silent
Australia,2012,female,25-34 years,98,1630077,6.01,0.93,1543411012580,72669,Millenials
Australia,2012,female,55-74 years,123,2206179,5.58,0.93,1543411012580,72669,Boomers
Australia,2012,female,5-14 years,10,1368580,0.73,0.93,1543411012580,72669,Generation Z
Australia,2012,male,5-14 years,6,1442602,0.42,0.93,1543411012580,72669,Generation Z
Australia,2013,male,75+ years,160,627275,25.51,0.93,1573696522007,72856,Silent
Australia,2013,male,35-54 years,754,3118829,24.18,0.93,1573696522007,72856,Generation X
Australia,2013,male,25-34 years,329,1702401,19.33,0.93,1573696522007,72856,Millenials
Australia,2013,male,55-74 years,418,2221866,18.81,0.93,1573696522007,72856,Boomers
Australia,2013,male,15-24 years,267,1591539,16.78,0.93,1573696522007,72856,Millenials
Australia,2013,female,35-54 years,275,3171477,8.67,0.93,1573696522007,72856,Generation X
Australia,2013,female,55-74 years,145,2276104,6.37,0.93,1573696522007,72856,Boomers
Australia,2013,female,15-24 years,95,1512779,6.28,0.93,1573696522007,72856,Millenials
Australia,2013,female,25-34 years,95,1676648,5.67,0.93,1573696522007,72856,Millenials
Australia,2013,female,75+ years,48,847577,5.66,0.93,1573696522007,72856,Silent
Australia,2013,male,5-14 years,16,1464302,1.09,0.93,1573696522007,72856,Generation Z
Australia,2013,female,5-14 years,6,1389383,0.43,0.93,1573696522007,72856,Generation Z
Australia,2014,male,35-54 years,866,3130341,27.66,0.94,1464955475994,66809,Generation X
Australia,2014,male,75+ years,164,649925,25.23,0.94,1464955475994,66809,Silent
Australia,2014,male,25-34 years,404,1730968,23.34,0.94,1464955475994,66809,Millenials
Australia,2014,male,55-74 years,471,2279114,20.67,0.94,1464955475994,66809,Boomers
Australia,2014,male,15-24 years,271,1604935,16.89,0.94,1464955475994,66809,Millenials
Australia,2014,female,35-54 years,277,3189475,8.68,0.94,1464955475994,66809,Generation X
Australia,2014,female,25-34 years,119,1716803,6.93,0.94,1464955475994,66809,Millenials
Australia,2014,female,55-74 years,157,2344644,6.7,0.94,1464955475994,66809,Boomers
Australia,2014,female,15-24 years,96,1520955,6.31,0.94,1464955475994,66809,Millenials
Australia,2014,female,75+ years,45,865915,5.2,0.94,1464955475994,66809,Silent
Australia,2014,female,5-14 years,15,1408758,1.06,0.94,1464955475994,66809,Generation Z
